Title,Trivia,Words
Abyssinian,"The Abyssinian's name reflects an early belief that the breed originated in Ethiopia.

A distinctive ticked coat, with each hair banded in multiple colors, defines the breed.

Abyssinians have an athletic, muscular build suited to jumping and climbing.

The Abyssinian is considered one of the oldest known cat breeds.

Abyssinians are famously curious, often investigating every corner of their home.

The breed is highly active, rarely content to sit still for long.

A short, fine coat is characteristic of the Abyssinian.

Almond-shaped eyes give the Abyssinian an alert, expressive look.

Abyssinians are energetic cats that enjoy climbing and interactive play.

The breed is considered quite intelligent, often learning to open doors or cabinets.

Abyssinians are known for being deeply affectionate with their families.

A slender, elegant body shape is typical of the breed.

The breed retains a playful personality well into adulthood.

Abyssinians are generally not especially vocal compared to some other breeds.",ETHIOPIA,TICKEDCOAT,ATHLETIC,ANCIENT,CURIOUS,ACTIVE,SHORTHAIR,ALMONDEYES,ENERGETIC,INTELLIGENT,AFFECTIONATE,SLENDER,PLAYFUL,VOCAL
Dwelf,"The Dwelf is a hybrid breed combining Sphynx, American Curl, and Munchkin ancestry.

Like the Sphynx, the Dwelf is largely hairless.

Curled ears, inherited from the American Curl, are a defining trait of the breed.

Short legs, inherited from the Munchkin, complete the Dwelf's distinctive look.

The combination of hairlessness, curled ears, and short legs gives the Dwelf a truly unique appearance.

Dwelfs retain a playful personality throughout their lives.

The breed is known for being deeply affectionate with its family.

Dwelfs are famously curious about their surroundings.

The breed is generally sociable, enjoying company from people and pets.

Without fur, Dwelfs often feel notably warm to the touch.

Dwelfs are generally quite friendly, including with strangers.

The breed is energetic despite its short legs.

Dwelfs are known for a mischievous, playful streak.

The Dwelf remains an extremely rare breed.",HYBRID,HAIRLESS,CURLEDEARS,SHORTLEGS,UNIQUE,PLAYFUL,AFFECTIONATE,CURIOUS,SOCIABLE,WARMSKIN,FRIENDLY,ENERGETIC,MISCHIEVOUS,RARE
Egyptian Mau,"The Egyptian Mau originated in Egypt.

A naturally spotted coat is the defining trait of the Egyptian Mau.

The breed developed naturally rather than through deliberate crossbreeding.

The Egyptian Mau is considered the fastest domestic cat breed.

Ancient Egyptian art depicts spotted cats closely resembling the modern Egyptian Mau.

An athletic, muscular build supports the breed's notable speed.

Egyptian Maus form loyal bonds with their families.

The breed is known for being deeply affectionate with familiar people.

Egyptian Maus can be fairly vocal, using a range of distinct sounds.

The breed is energetic and enjoys plenty of activity.

Striking green eyes are a hallmark of the Egyptian Mau.

Egyptian Maus retain a playful personality throughout their lives.

A short, fine coat requires minimal grooming.

The breed is naturally alert, quick to notice movement nearby.",EGYPT,SPOTTED,NATURALBREED,FASTEST,ANCIENT,ATHLETIC,LOYAL,AFFECTIONATE,VOCAL,ENERGETIC,GREENEYES,PLAYFUL,SHORTHAIR,ALERT
European Shorthair,"The European Shorthair developed naturally across continental Europe.

The breed traces its ancestry to common working cats rather than deliberate breeding.

European Shorthairs were historically valued as skilled mousers.

A sturdy, well-muscled body is characteristic of the breed.

The breed is known for being highly adaptable to different environments.

European Shorthairs are known for being affectionate with their families.

The breed can show a streak of independence.

European Shorthairs are generally quite friendly, including with strangers.

An athletic build reflects the breed's history as an active working cat.

The breed forms loyal bonds with its family.

A short, dense coat requires minimal grooming.

European Shorthairs are generally known for a calm temperament.

The breed is known for being notably hardy and resilient.

European Shorthairs are famously curious about their surroundings.",EUROPE,NATURALBREED,MOUSER,STURDY,ADAPTABLE,AFFECTIONATE,INDEPENDENT,FRIENDLY,ATHLETIC,LOYAL,SHORTHAIR,CALM,HARDY,CURIOUS
Exotic Shorthair,"The Exotic Shorthair was developed in the United States as a shorthaired Persian.

The breed shares much of its body type and personality with the Persian.

A short, flat face similar to the Persian is characteristic of the Exotic Shorthair.

The breed's short coat has a notably plush, dense texture.

Exotic Shorthairs are generally known for a calm temperament.

The breed is generally known for a gentle disposition.

Exotic Shorthairs are known for being deeply affectionate with their families.

The breed is known for being easygoing and low-maintenance in personality.

A sturdy, compact body is typical of the breed.

Exotic Shorthairs are generally quiet, rarely vocalizing without reason.

The breed forms loyal bonds with its family.

A distinctively round face is characteristic of the Exotic Shorthair.

Exotic Shorthairs are known for enjoying quiet lap time with their owners.

The breed is known for a relaxed, unhurried approach to life.",AMERICA,PERSIAN,FLATFACE,PLUSH,CALM,GENTLE,AFFECTIONATE,EASYGOING,STURDY,QUIET,LOYAL,ROUNDFACE,LAPCAT,RELAXED
Foldex,"The Foldex was developed in Canada.

Folded ears, inherited from the Scottish Fold, are the breed's defining trait.

The Scottish Fold contributed much of the Foldex's distinctive ear shape.

Exotic Shorthair ancestry contributed to the Foldex's compact, plush body type.

A round, distinctively shaped face is characteristic of the breed.

Foldex cats are generally known for a gentle temperament.

The breed is known for being deeply affectionate with its family.

Foldex cats are generally known for a calm disposition.

A short, plush coat is typical of the breed.

Foldex cats are generally quite friendly, including with strangers.

A sturdy, compact body is typical of the Foldex.

The Foldex remains a relatively rare breed.

Foldex cats are generally sociable, enjoying company from people and pets.

The breed's folded ears require regular gentle cleaning and monitoring.",CANADA,FOLDEDEARS,SCOTTISHFOLD,EXOTIC,ROUNDFACE,GENTLE,AFFECTIONATE,CALM,PLUSH,FRIENDLY,STURDY,RARE,SOCIABLE,GROOMING
German Rex,"The German Rex originated in Germany.

A soft, curly coat is the defining trait of the German Rex.

The curly coat arose from a spontaneous natural genetic mutation.

German Rex cats are known for being deeply affectionate with their families.

The breed is generally known for a gentle temperament.

German Rex cats are generally sociable, enjoying close interaction with people.

The breed retains a playful personality throughout its life.

The German Rex remains a relatively rare breed.

German Rex cats have a medium-sized, well-proportioned body.

The breed is generally quite friendly, including with strangers.

German Rex cats are famously curious about their surroundings.

The breed forms loyal bonds with its family.

German Rex cats are energetic and enjoy interactive play.

The breed is considered quite intelligent.",GERMANY,CURLYCOAT,MUTATION,AFFECTIONATE,GENTLE,SOCIABLE,PLAYFUL,RARE,MEDIUMSIZE,FRIENDLY,CURIOUS,LOYAL,ENERGETIC,INTELLIGENT
Havana Brown,"The Havana Brown was developed in the United Kingdom.

A rich, solid brown coat is the defining trait of the breed.

Siamese ancestry contributed to the Havana Brown's development.

Striking green eyes are a hallmark of the Havana Brown.

The breed is known for being deeply affectionate with its family.

Havana Brown cats are generally sociable, enjoying close interaction with people.

The breed is famously curious, often using its paws to investigate objects.

Havana Brown cats can be fairly vocal, communicating readily with their owners.

The breed retains a playful personality throughout its life.

Havana Browns have a medium-sized, muscular body.

The breed is generally quite friendly, including with strangers.

Havana Brown cats form loyal bonds with their families.

The breed remains a relatively rare breed today.

Havana Browns are considered quite intelligent.",BRITAIN,BROWNCOAT,SIAMESE,GREENEYES,AFFECTIONATE,SOCIABLE,CURIOUS,VOCAL,PLAYFUL,MEDIUMSIZE,FRIENDLY,LOYAL,RARE,INTELLIGENT
Highlander,"The Highlander was developed in the United States.

Curled ears are one of the Highlander's most distinctive traits.

A naturally short or bobbed tail is common in the breed.

The Highlander was deliberately bred to have a wild, bobcat-like appearance.

A muscular, powerful build reflects the breed's wild-looking design.

Highlanders retain a playful personality throughout their lives.

The breed is known for being deeply affectionate with its family.

Highlanders are highly energetic and enjoy plenty of activity.

The breed is known for a confident, assertive temperament.

Highlanders are generally sociable, enjoying company from people and pets.

The breed is generally quite friendly, including with strangers.

Highlanders are famously curious about their surroundings.

The Highlander remains a relatively rare and newly developed breed.

The breed can be fairly vocal, using a range of distinct sounds.",AMERICA,CURLEDEARS,SHORTTAIL,WILDLOOK,MUSCULAR,PLAYFUL,AFFECTIONATE,ENERGETIC,CONFIDENT,SOCIABLE,FRIENDLY,CURIOUS,RARE,VOCAL
Himalayan,"The Himalayan was developed in the United States by crossing Persian and Siamese cats.

The Persian side of the Himalayan's ancestry contributed its long coat and stocky build.

The Siamese side of the breed's ancestry contributed its colorpoint pattern.

Colorpoint markings, darker on the face, ears, legs, and tail, are standard for the breed.

A long, flowing coat is characteristic of the Himalayan.

Striking blue eyes are a hallmark of the Himalayan, inherited from its Siamese ancestry.

Himalayans are generally known for a calm temperament.

The breed is generally known for a gentle disposition.

Himalayans are known for being deeply affectionate with their families.

The breed's long coat requires regular, dedicated grooming.

Himalayans are generally quiet, rarely vocalizing without reason.

A short, flat face similar to the Persian is characteristic of the breed.

The breed forms loyal bonds with its family.

Himalayans are generally quite friendly, including with strangers.",AMERICA,PERSIAN,SIAMESE,COLORPOINT,LONGHAIR,BLUEEYES,CALM,GENTLE,AFFECTIONATE,GROOMING,QUIET,FLATFACE,LOYAL,FRIENDLY
Japanese Bobtail,"The Japanese Bobtail is native to Japan.

A naturally short, bobbed tail is the defining trait of the breed.

The breed's tail resembles a small pompom rather than a full-length tail.

The Japanese Bobtail is closely associated with the beckoning ""lucky cat"" figure common in Japan.

An athletic, muscular build allows the breed to jump and move gracefully.

Japanese Bobtails can be fairly vocal, using a range of distinct sounds.

The breed is known for being deeply affectionate with its family.

Japanese Bobtails are generally sociable, enjoying close interaction with people.

The breed retains a playful personality throughout its life.

Japanese Bobtails are considered quite intelligent.

The breed is generally quite friendly, including with strangers.

Japanese Bobtails are energetic and enjoy interactive play.

The breed has a long history in Japan, appearing in centuries-old artwork.

Japanese Bobtails are famously curious about their surroundings.",JAPAN,SHORTTAIL,POMPOM,LUCKY,ATHLETIC,VOCAL,AFFECTIONATE,SOCIABLE,PLAYFUL,INTELLIGENT,FRIENDLY,ENERGETIC,ANCIENT,CURIOUS
Javanese,"The Javanese was developed in the United States.

The breed is closely related to the Balinese, sharing much of its body type.

A long, silky coat is characteristic of the Javanese.

The breed is famously vocal, much like its Siamese-related ancestors.

A slender, elegant body shape is typical of the Javanese.

Javanese cats are known for being deeply affectionate with their families.

The breed is considered highly intelligent.

Javanese cats are generally sociable, enjoying close interaction with people.

The breed retains a playful personality into adulthood.

Javanese cats are energetic and enjoy interactive play.

The breed is famously curious about its surroundings.

Javanese cats are known for being especially chatty with their owners.

The breed carries itself with an elegant, refined bearing.

Colorpoint markings are common among Javanese cats.",AMERICA,BALINESE,LONGHAIR,VOCAL,SLENDER,AFFECTIONATE,INTELLIGENT,SOCIABLE,PLAYFUL,ENERGETIC,CURIOUS,CHATTY,ELEGANT,COLORPOINT
Jianzhou Cat,"The Jianzhou Cat originated in China.

The breed developed naturally over generations rather than through planned breeding.

A tabby coat pattern is typical of the Jianzhou Cat.

An athletic build reflects the breed's history as a skilled hunter.

Jianzhou Cats can show a notable streak of independence.

The breed was historically valued for hunting rodents in rural China.

Jianzhou Cats are naturally alert, quick to notice movement nearby.

The breed is known for being notably hardy and resilient.

The Jianzhou Cat remains a rare breed outside of China.

Jianzhou Cats are considered quite intelligent.

The breed forms loyal bonds with familiar people once settled.

Jianzhou Cats are famously curious about their surroundings.

The breed is energetic and enjoys plenty of activity.

Jianzhou Cats can be affectionate with people they trust.",CHINA,NATURALBREED,TABBY,ATHLETIC,INDEPENDENT,HUNTING,ALERT,HARDY,RARE,INTELLIGENT,LOYAL,CURIOUS,ENERGETIC,AFFECTIONATE
Kanaani,"The Kanaani was developed in Israel.

The breed was designed to resemble a wild African wildcat.

A spotted coat pattern is a defining trait of the Kanaani.

An athletic, muscular build reflects the breed's wild-looking design.

Kanaani cats are highly energetic and enjoy plenty of activity.

The breed is known for a confident, assertive temperament.

A muscular, powerful frame is typical of the Kanaani.

Kanaani cats are known for being deeply affectionate with their families.

The breed retains a playful personality throughout its life.

The Kanaani remains an extremely rare breed.

Kanaani cats are famously curious about their surroundings.

The breed is generally quite friendly, including with strangers.

The Kanaani is one of the more modern cat breeds, developed relatively recently.

Kanaani cats are considered quite intelligent.",ISRAEL,WILDLOOK,SPOTTED,ATHLETIC,ENERGETIC,CONFIDENT,MUSCULAR,AFFECTIONATE,PLAYFUL,RARE,CURIOUS,FRIENDLY,MODERN,INTELLIGENT
Karelian Bobtail,"The Karelian Bobtail originated in Russia's Karelia region.

A naturally short, bobbed tail is the breed's defining trait.

The breed developed naturally rather than through deliberate crossbreeding.

An athletic build helps the Karelian Bobtail move confidently in cold terrain.

The breed is known for being notably hardy and resilient.

Karelian Bobtails can show a streak of independence.

The breed is known for being deeply affectionate with familiar people.

Karelian Bobtails form loyal bonds with their families.

The breed is famously curious about its surroundings.

Karelian Bobtails are generally quite friendly, including with strangers.

The breed is energetic and enjoys plenty of activity.

Karelian Bobtails retain a playful personality throughout their lives.

The breed remains a relatively rare breed outside of Russia.

Karelian Bobtails are naturally alert, quick to notice movement nearby.",RUSSIA,SHORTTAIL,NATURALBREED,ATHLETIC,HARDY,INDEPENDENT,AFFECTIONATE,LOYAL,CURIOUS,FRIENDLY,ENERGETIC,PLAYFUL,RARE,ALERT
Khao Manee,"The Khao Manee originated in Thailand.

A pure white coat is the defining trait of the breed.

The Khao Manee is well known for often having two different colored eyes.

The breed has a long history in Thailand, referenced in ancient manuscripts.

Khao Manee cats were historically prized by Thai royalty.

The breed has traditionally been considered a symbol of good luck in Thailand.

Khao Manee cats can be fairly vocal, communicating readily with their owners.

The breed is known for being deeply affectionate with its family.

Khao Manee cats are generally sociable, enjoying close interaction with people.

The breed is energetic and enjoys plenty of activity.

Khao Manee cats retain a playful personality throughout their lives.

The breed is considered quite intelligent.

Khao Manee cats are generally quite friendly, including with strangers.

The breed remains relatively rare outside of Thailand.",THAILAND,WHITECOAT,ODDEYES,ANCIENT,ROYALTY,LUCKY,VOCAL,AFFECTIONATE,SOCIABLE,ENERGETIC,PLAYFUL,INTELLIGENT,FRIENDLY,RARE
Kinkalow,"The Kinkalow is a hybrid breed combining American Curl and Munchkin ancestry.

Curled ears, inherited from the American Curl, are a defining trait of the breed.

Short legs, inherited from the Munchkin, complete the Kinkalow's distinctive look.

The combination of curled ears and short legs gives the Kinkalow a unique appearance.

Kinkalows retain a playful personality throughout their lives.

The breed is known for being deeply affectionate with its family.

Kinkalows are famously curious about their surroundings.

The breed is generally sociable, enjoying company from people and pets.

Kinkalows are generally quite friendly, including with strangers.

The breed is energetic despite its short legs.

The Kinkalow remains a relatively rare and newly developed breed.

Kinkalows are known for a mischievous, playful streak.

The breed is considered a small breed due to its short legs.

Kinkalows adapt well to a variety of households.",HYBRID,CURLEDEARS,SHORTLEGS,UNIQUE,PLAYFUL,AFFECTIONATE,CURIOUS,SOCIABLE,FRIENDLY,ENERGETIC,RARE,MISCHIEVOUS,SMALLBREED,ADAPTABLE
Korat,"The Korat originated in Thailand.

A distinctive silver-blue coat is the defining trait of the breed.

The Korat has traditionally been considered a symbol of good luck in Thailand.

A distinctive heart-shaped face is characteristic of the Korat.

Striking green eyes complete the Korat's distinctive look.

Korat cats are known for being deeply affectionate with their families.

The breed forms loyal bonds with its family.

Korats are considered quite intelligent.

The breed is generally sociable, enjoying close interaction with people.

The Korat is considered one of the oldest natural cat breeds still in existence.

Korat cats form deeply devoted bonds with their owners.

The breed retains a playful personality throughout its life.

Korats are energetic and enjoy interactive play.

The breed remains relatively rare outside of Thailand.",THAILAND,SILVERBLUE,GOODLUCK,HEARTFACE,GREENEYES,AFFECTIONATE,LOYAL,INTELLIGENT,SOCIABLE,ANCIENT,DEVOTED,PLAYFUL,ENERGETIC,RARE
Korean Bobtail,"The Korean Bobtail originated in Korea.

A naturally short, bobbed tail is the breed's defining trait.

The breed developed naturally rather than through deliberate crossbreeding.

An athletic build is typical of the Korean Bobtail.

The breed can show a streak of independence.

Korean Bobtails are known for being notably hardy and resilient.

The breed is known for being deeply affectionate with familiar people.

Korean Bobtails form loyal bonds with their families.

The breed is famously curious about its surroundings.

Korean Bobtails are generally quite friendly, including with strangers.

The breed is energetic and enjoys plenty of activity.

Korean Bobtails retain a playful personality throughout their lives.

The breed remains a relatively rare breed outside of Korea.

Korean Bobtails are naturally alert, quick to notice movement nearby.",KOREA,SHORTTAIL,NATURALBREED,ATHLETIC,INDEPENDENT,HARDY,AFFECTIONATE,LOYAL,CURIOUS,FRIENDLY,ENERGETIC,PLAYFUL,RARE,ALERT
Korn Ja,"The Korn Ja originated in Thailand.

A rich copper-brown coat is the defining trait of the breed.

The Korn Ja has a long history referenced in ancient Thai cat manuscripts.

The Korn Ja remains an exceptionally rare breed today.

Korn Ja cats are known for being deeply affectionate with their families.

The breed forms loyal bonds with its family.

Korn Ja cats are considered quite intelligent.

The breed is generally sociable, enjoying close interaction with people.

Korn Ja cats retain a playful personality throughout their lives.

The breed is energetic and enjoys plenty of activity.

Korn Ja cats are generally quite friendly, including with strangers.

The breed is famously curious about its surroundings.

Korn Ja cats form deeply devoted bonds with their owners.

Like several other Thai breeds, the Korn Ja has traditionally been linked to good luck.",THAILAND,COPPER,ANCIENT,RARE,AFFECTIONATE,LOYAL,INTELLIGENT,SOCIABLE,PLAYFUL,ENERGETIC,FRIENDLY,CURIOUS,DEVOTED,GOODLUCK
Kurilian Bobtail,"The Kurilian Bobtail originated in Russia's Kuril Islands.

The breed takes its name from the remote island chain where it developed.

A naturally short, bobbed tail is the defining trait of the breed.

The breed developed naturally rather than through deliberate crossbreeding.

An athletic, muscular build helps the Kurilian Bobtail move confidently in rugged terrain.

The breed is known for an unusual skill and enthusiasm for fishing.

Kurilian Bobtails are known for being notably hardy and resilient.

The breed is considered quite intelligent.

Kurilian Bobtails are known for being deeply affectionate with their families.

The breed forms loyal bonds with its family.

Kurilian Bobtails can show a streak of independence.

The breed retains a playful personality throughout its life.

Kurilian Bobtails are generally quite friendly, including with strangers.

The breed is famously curious about its surroundings.",RUSSIA,ISLANDS,SHORTTAIL,NATURALBREED,ATHLETIC,FISHING,HARDY,INTELLIGENT,AFFECTIONATE,LOYAL,INDEPENDENT,PLAYFUL,FRIENDLY,CURIOUS
Lambkin,"The Lambkin is a hybrid breed combining Munchkin and Selkirk Rex ancestry.

Short legs, inherited from the Munchkin, are a defining trait of the breed.

A soft, curly coat, inherited from the Selkirk Rex, gives the breed its lamb-like look.

The Selkirk Rex side of the Lambkin's ancestry contributed its distinctive curly coat.

The combination of short legs and a curly coat gives the Lambkin a unique appearance.

Lambkins retain a playful personality throughout their lives.

The breed is known for being deeply affectionate with its family.

Lambkins are famously curious about their surroundings.

The breed is generally sociable, enjoying company from people and pets.

Lambkins are generally quite friendly, including with strangers.

The breed is energetic despite its short legs.

The Lambkin remains a relatively rare and newly developed breed.

Lambkins are known for a mischievous, playful streak.

The breed is generally known for a gentle temperament.",HYBRID,SHORTLEGS,CURLYCOAT,SELKIRK,UNIQUE,PLAYFUL,AFFECTIONATE,CURIOUS,SOCIABLE,FRIENDLY,ENERGETIC,RARE,MISCHIEVOUS,GENTLE
LaPerm,"The LaPerm originated in the United States, first appearing on a farm in Oregon.

A soft, curly coat is the defining trait of the LaPerm.

The curly coat arose from a spontaneous natural genetic mutation.

LaPerms are known for being deeply affectionate with their families.

The breed is generally sociable, enjoying close interaction with people.

LaPerms retain a playful personality throughout their lives.

The breed is generally known for a gentle temperament.

LaPerms are famously curious about their surroundings.

The breed is generally quite friendly, including with strangers.

LaPerms are energetic and enjoy interactive play.

The breed forms loyal bonds with its family.

LaPerms are sometimes considered relatively hypoallergenic due to their unique coat.

The breed can be fairly vocal, communicating readily with its owners.

LaPerms are considered quite intelligent.",AMERICA,CURLYCOAT,MUTATION,AFFECTIONATE,SOCIABLE,PLAYFUL,GENTLE,CURIOUS,FRIENDLY,ENERGETIC,LOYAL,HYPOALLERGENIC,VOCAL,INTELLIGENT
Lykoi,"The Lykoi was developed in the United States.

The breed's sparse, patchy coat has earned it the nickname ""werewolf cat.""

A patchy coat with visible skin between hairs is the Lykoi's defining trait.

The breed's unusual coat arose from a spontaneous natural genetic mutation.

The Lykoi's wolf-like appearance makes it a genuinely unique-looking breed.

Lykoi cats are known for being deeply affectionate with their families.

The breed is famously curious about its surroundings.

Lykoi cats are energetic and enjoy interactive play.

The breed retains a playful personality throughout its life.

Lykoi cats are generally sociable, enjoying close interaction with people.

The breed is generally quite friendly, including with strangers.

The Lykoi remains a relatively rare and newly developed breed.

Lykoi cats are considered quite intelligent.

The breed forms loyal bonds with its family.",AMERICA,WOLFLIKE,PATCHYCOAT,MUTATION,UNIQUE,AFFECTIONATE,CURIOUS,ENERGETIC,PLAYFUL,SOCIABLE,FRIENDLY,RARE,INTELLIGENT,LOYAL
Maine Coon,"The Maine Coon is native to the United States, particularly the state of Maine.

The Maine Coon is one of the largest domestic cat breeds.

Tufted ears, resembling those of a lynx, are a signature feature of the breed.

A long, bushy tail helps the Maine Coon stay warm in cold weather.

Despite its large size, the Maine Coon is often called a gentle giant.

Maine Coons are generally known for a friendly, sociable temperament.

The breed is known for being deeply affectionate with its family.

Maine Coons are generally sociable, enjoying company from people and pets.

The breed is considered quite intelligent.

A fluffy, water-resistant coat helps the Maine Coon withstand harsh New England winters.

Maine Coons form loyal bonds with their families.

A muscular, powerful build supports the breed's substantial size.

The breed is known for being notably hardy, well suited to cold climates.

Maine Coons are known for a distinctive chirping sound rather than a typical meow.",AMERICA,LARGEBREED,TUFTEDEARS,BUSHYTAIL,GENTLE,FRIENDLY,AFFECTIONATE,SOCIABLE,INTELLIGENT,FLUFFY,LOYAL,MUSCULAR,HARDY,CHIRPING
Manx,"The Manx originated on the Isle of Man, famous for its naturally absent tail.

The breed developed naturally rather than through deliberate crossbreeding.

A distinctively rounded body shape is characteristic of the Manx.

A sturdy, well-built body is typical of the breed.

Manx cats retain a playful personality throughout their lives.

The breed is known for being deeply affectionate with its family.

Manx cats are considered quite intelligent.

The breed is generally sociable, enjoying company from people and pets.

Manx cats form loyal bonds with their families.

The breed is generally quite friendly, including with strangers.

Manx cats are sometimes described as dog-like in their loyalty and playfulness.

The breed is generally known for a gentle temperament.

Manx cats are famously curious about their surroundings.

Longer hind legs give some Manx cats a distinctive rabbit-like hopping gait.",TAILLESS,NATURALBREED,ROUNDED,STURDY,PLAYFUL,AFFECTIONATE,INTELLIGENT,SOCIABLE,LOYAL,FRIENDLY,DOGLIKE,GENTLE,CURIOUS,HOPPING
Mekong Bobtail,"The Mekong Bobtail was developed in Russia from Southeast Asian ancestry.

A naturally short, kinked or bobbed tail is the defining trait of the breed.

The Mekong Bobtail shares much of its ancestry with the Siamese.

Colorpoint markings, darker on the extremities, are standard for the breed.

Striking blue eyes are a hallmark of the Mekong Bobtail.

The breed is known for being deeply affectionate with its family.

Mekong Bobtails can be fairly vocal, communicating readily with their owners.

The breed forms loyal bonds with its family.

Mekong Bobtails are considered quite intelligent.

The breed is generally sociable, enjoying close interaction with people.

Mekong Bobtails retain a playful personality throughout their lives.

The breed is generally quite friendly, including with strangers.

Mekong Bobtails are famously curious about their surroundings.

The breed remains relatively rare outside of Russia.",RUSSIA,SHORTTAIL,SIAMESE,COLORPOINT,BLUEEYES,AFFECTIONATE,VOCAL,LOYAL,INTELLIGENT,SOCIABLE,PLAYFUL,FRIENDLY,CURIOUS,RARE
Minskin,"The Minskin is a hybrid breed combining Sphynx and Munchkin ancestry.

Short legs, inherited from the Munchkin, are a defining trait of the breed.

Sparse, fine fur covering most of the body distinguishes the Minskin from a fully hairless Sphynx.

The Munchkin side of the Minskin's ancestry contributed its short legs.

The combination of short legs and sparse fur gives the Minskin a genuinely unique appearance.

Minskins retain a playful personality throughout their lives.

The breed is known for being deeply affectionate with its family.

Minskins are famously curious about their surroundings.

The breed is generally sociable, enjoying company from people and pets.

Minskins are generally quite friendly, including with strangers.

The breed is energetic despite its short legs.

The Minskin remains a relatively rare and newly developed breed.

Minskins are known for a mischievous, playful streak.

With sparse fur, Minskins often feel notably warm to the touch.",HYBRID,SHORTLEGS,SPARSEFUR,MUNCHKIN,UNIQUE,PLAYFUL,AFFECTIONATE,CURIOUS,SOCIABLE,FRIENDLY,ENERGETIC,RARE,MISCHIEVOUS,WARMSKIN
Minuet,"The Minuet was developed in the United States.

Short legs, inherited from the Munchkin, are a defining trait of the breed.

Persian ancestry contributed to the Minuet's round face and plush coat.

The Munchkin side of the Minuet's ancestry contributed its short legs.

A distinctively round face is characteristic of the breed.

Minuets are generally known for a gentle temperament.

The breed is known for being deeply affectionate with its family.

Minuets retain a playful personality throughout their lives.

The breed is generally sociable, enjoying company from people and pets.

Minuets are generally quite friendly, including with strangers.

The breed is famously curious about its surroundings.

A sturdy, compact body is typical of the Minuet.

Minuets adapt well to a variety of households.

The Minuet remains a relatively rare and newly developed breed.",AMERICA,SHORTLEGS,PERSIAN,MUNCHKIN,ROUNDFACE,GENTLE,AFFECTIONATE,PLAYFUL,SOCIABLE,FRIENDLY,CURIOUS,STURDY,ADAPTABLE,RARE
Munchkin,"The Munchkin was developed in the United States.

Notably short legs are the defining trait of the Munchkin.

The short-legged trait arose from a spontaneous natural genetic mutation.

Munchkins retain a playful personality throughout their lives.

The breed is known for being deeply affectionate with its family.

Munchkins are famously curious about their surroundings.

The breed is energetic despite its short legs.

Munchkins are generally sociable, enjoying company from people and pets.

The breed is generally quite friendly, including with strangers.

Munchkins form loyal bonds with their families.

The breed is considered quite intelligent.

Munchkins are known for a mischievous, playful streak.

The breed adapts well to a variety of households.

The Munchkin's short legs have made the breed a subject of ongoing controversy among breeders.",AMERICA,SHORTLEGS,MUTATION,PLAYFUL,AFFECTIONATE,CURIOUS,ENERGETIC,SOCIABLE,FRIENDLY,LOYAL,INTELLIGENT,MISCHIEVOUS,ADAPTABLE,CONTROVERSIAL
Nebelung,"The Nebelung was developed in the United States.

A dense blue-gray coat is the defining trait of the Nebelung.

A long, silky coat sets the Nebelung apart from its shorthaired relatives.

Striking green eyes are typical of the Nebelung.

The breed is generally known for a gentle temperament.

Nebelungs are generally quiet, rarely vocalizing without reason.

Nebelungs are known for being deeply affectionate with familiar people.

The breed can be somewhat shy around strangers at first.

Nebelungs form loyal bonds with their families.

The breed forms deeply devoted bonds with its owners once comfortable.

The Nebelung remains a relatively rare breed.

Nebelungs are famously curious once they feel secure in their surroundings.

The breed retains a playful personality with familiar people.

Nebelungs carry themselves with an elegant, graceful bearing.",AMERICA,BLUEGRAY,LONGHAIR,GREENEYES,GENTLE,QUIET,AFFECTIONATE,SHY,LOYAL,DEVOTED,RARE,CURIOUS,PLAYFUL,ELEGANT
Neva Masquerade,"The Neva Masquerade originated in Russia.

The breed is a colorpoint variety closely related to the Siberian cat.

Colorpoint markings, darker on the extremities, are the defining trait of the breed.

Striking blue eyes are typical of the Neva Masquerade.

A long, dense coat is characteristic of the breed.

Like the Siberian, the Neva Masquerade is known for being notably hardy.

Neva Masquerade cats are known for being deeply affectionate with their families.

The breed retains a playful personality throughout its life.

Neva Masquerade cats are generally sociable, enjoying close interaction with people.

The breed is considered quite intelligent.

Neva Masquerade cats form loyal bonds with their families.

The breed is generally quite friendly, including with strangers.

Neva Masquerade cats are famously curious about their surroundings.

The breed is generally known for a gentle temperament.",RUSSIA,SIBERIAN,COLORPOINT,BLUEEYES,LONGHAIR,HARDY,AFFECTIONATE,PLAYFUL,SOCIABLE,INTELLIGENT,LOYAL,FRIENDLY,CURIOUS,GENTLE
Norwegian Forest Cat,"The Norwegian Forest Cat originated in Norway.

A long, dense coat is the defining trait of the breed.

The breed is known for its exceptional climbing ability, aided by strong claws.

Norwegian Forest Cats are known for being notably hardy, well suited to cold climates.

A thick, water-resistant double coat helps the breed withstand harsh Norwegian winters.

A muscular, powerful build supports the breed's substantial size.

Norwegian Forest Cats are generally known for a gentle temperament.

The breed is known for being deeply affectionate with its family.

Norwegian Forest Cats can show a streak of independence.

The breed is generally quite friendly, including with strangers.

Norwegian Forest Cats form loyal bonds with their families.

Tufted ears, resembling those of a lynx, are a signature feature of the breed.

The breed is generally known for great patience, especially with children.

Norwegian Forest Cats appear in Norse mythology and folklore.",NORWAY,LONGHAIR,CLIMBING,HARDY,THICKCOAT,MUSCULAR,GENTLE,AFFECTIONATE,INDEPENDENT,FRIENDLY,LOYAL,TUFTEDEARS,PATIENT,FOLKLORE
