Title,Trivia,Words
Fishing Holes,"A favorite fishing hole was a well-kept local secret.

Many fishing holes were found at a quiet local pond.

Worms made popular bait for a day of fishing.

A simple tackle box held hooks, line, and lures.

A bobber dipped underwater to signal a bite.

Fishing required plenty of patience and quiet waiting.

A quiet spot by the water was ideal for fishing.

Fishing holes were often shaded by nearby trees.

Patience was rewarded with a good catch.",FISHING,POND,BAIT,TACKLE,BOBBER,PATIENCE,QUIET,SHADE,CATCH
TV Dinners And Trays,"TV dinners were a fully frozen, pre-made meal.

The meal was served on a compartmented metal tray.

TV dinners let families eat dinner in front of the television.

Each tray had a separate section for every food item.

TV dinners offered a quick, ready-made supper option.

The tray went straight from the freezer into the oven.

TV dinners were sold pre-packaged at the grocery store.

A full meal came neatly divided in a single tray.

Early TV dinner trays were commonly made of aluminum.",FROZEN,TRAY,DINNER,SECTION,SUPPER,OVEN,PACKAGED,MEAL,ALUMINUM
Doo-Wop Music,"Doo-wop was built around close vocal harmony.

A talented lead vocalist usually carried the main melody.

Doo-wop groups often practiced their sound on a city street corner.

Most doo-wop songs were performed by a small vocal group.

Simple rhythm and repeated syllables gave doo-wop its name.

A slow doo-wop ballad was a popular choice for a school dance.

Background singers formed a chorus behind the lead vocalist.

Every voice in a doo-wop group mattered, not just the singer.

Doo-wop groups aimed for a smooth, blended vocal sound.",HARMONY,VOCALIST,STREET,GROUP,RHYTHM,BALLAD,CHORUS,SINGER,SMOOTH
Double Features,"A double feature offered two movies for a single ticket.

Moviegoers got a full evening from just one feature presentation.

Theaters sometimes gave audiences a short break between films.

The second movie often ran right after the first ended.

One ticket was often enough to see both films.

A double feature made for a lengthy night at the movies.

The second film in a double bill was often a lower-budget B movie.

Theaters advertised the special screening well in advance.

A double feature felt like an unbeatable movie-night combo.",DOUBLE,FEATURE,BREAK,SECOND,TICKET,LENGTHY,BMOVIE,SCREENING,COMBO
Road Trips,"Packed suitcases filled the trunk before a big road trip.

Travelers relied on a paper map to find their way.

An unexpected detour sometimes led to a surprising discovery.

Families packed snacks to enjoy along the way.

A quick pit stop let travelers stretch their legs.

Long drives offered a changing view of the passing scenery.

Drivers kept an eye on the mileage between stops.

Many travelers mailed a postcard from each stop.

A road trip often included a cheerful family sing-along.",SUITCASE,MAP,DETOUR,SNACKS,PITSTOP,SCENERY,MILEAGE,POSTCARD,SINGALONG
Field Trips,"A yellow school bus carried students on their field trip.

Parents had to sign a permission slip for the trip.

A parent chaperone often helped supervise the group.

Many field trips took students to a local museum.

Students packed a lunch bag for the day away from school.

Field trips were often met with real excitement.

Students were paired with a buddy to stay together.

Each field trip had its own special location to explore.

Some students brought a notebook to jot down what they learned.",BUS,PERMISSION,CHAPERONE,MUSEUM,LUNCHBAG,EXCITEMENT,BUDDY,LOCATION,NOTEBOOK
Root Beer Floats,"A root beer float combined soda with ice cream.

The scoop of ice cream would float on top of the soda.

Root beer floats formed a fun, bubbly foam on top.

Floats were often served in a tall glass mug.

A scoop of vanilla ice cream was the classic choice.

The soda's fizz mixed with the melting ice cream.

The mix of soda and ice cream made a creamy treat.

Some floats were served in a chilled, frosted mug.

A wide straw and a spoon were often served together.",ROOTBEER,FLOAT,FOAM,MUG,SCOOP,FIZZ,CREAMY,FROSTED,STRAW
Hair Curlers,"Hair curlers shaped hair into rounded curls.

Rollers were wound tightly around sections of hair.

A bobby pin often held a curler in place.

Curlers were used to set a hairstyle in place.

Some curlers were worn overnight for lasting curls.

Hairspray helped hold the finished curls in place.

Curlers gave hair a bouncy, voluminous look.

Curlers were a common part of a home hairstyle routine.

A trip to the salon sometimes included a curler set.",CURLERS,ROLLERS,BOBBYPIN,SETTING,OVERNIGHT,SPRAY,BOUNCY,STYLE,SALON
Kitchen Appliances,"A pop-up toaster made breakfast quick and easy.

A blender made mixing drinks and batters simple.

A stand mixer helped with baking and mixing dough.

Early refrigerators were often still called an icebox.

New kitchen appliances promised to save time on chores.

Appliances were commonly placed along the kitchen countertop.

Many appliances featured shiny chrome trim.

New appliances were marketed as modern conveniences.

Each new gadget promised to make cooking easier.",TOASTER,BLENDER,MIXER,ICEBOX,APPLIANCE,COUNTERTOP,CHROME,MODERN,GADGET
Roller Skating,"Roller skating rolled along on a set of small wheels.

Each skate was fitted with four small wheels.

Many skaters practiced their moves at the local rink.

Skates were fastened snugly with a set of laces.

Good balance was essential for roller skating.

Kids often skated along the sidewalk near their homes.

Some skaters wore a helmet for safety.

Skilled skaters could glide smoothly across the floor.

Skaters could reach a surprising amount of speed.",SKATES,WHEELS,RINK,LACES,BALANCE,SIDEWALK,HELMET,GLIDE,SPEED
The Local Library,"The local library offered free books to the whole community.

A helpful librarian guided visitors to the right book.

Rows of tall bookshelves filled the library's main room.

Visitors searched a card catalog to find a book's location.

Libraries were known for their quiet, calm atmosphere.

A librarian handled the checkout of every borrowed book.

A due-date stamp was placed inside the back cover.

The library was a favorite quiet spot for reading.

Many visitors came looking for a good novel to borrow.",LIBRARY,LIBRARIAN,BOOKSHELF,CATALOG,QUIET,CHECKOUT,STAMP,READING,NOVEL
Black And White TV,"Early television broadcast only in monochrome, without color.

A rooftop antenna was needed to pick up a broadcast signal.

Poor signal often showed up as static on the screen.

Television stations would broadcast a limited number of hours each day.

The picture appeared on a small, rounded glass screen.

Early televisions relied on a vacuum tube to produce a picture.

Viewers often adjusted the antenna to improve reception.

Switching the channel required getting up to turn a dial.

A manual knob controlled both the channel and the volume.",MONOCHROME,ANTENNA,STATIC,BROADCAST,SCREEN,TUBE,RECEPTION,CHANNEL,KNOB
8-Track Tapes,"An 8-track tape stored music inside a plastic cartridge.

8-track tapes allowed continuous playback without flipping the tape.

A distinct click could be heard as the tape switched tracks.

8-track tapes became especially popular for use in a car stereo.

Each cartridge divided its songs across several tracks.

The tape inside an 8-track was wound in a continuous loop.

8-track cartridges were noticeably bulkier than later cassette tapes.

Listeners felt a slight switch in sound as the track changed.

8-track tapes were especially popular during the 1970s.",CARTRIDGE,PLAYBACK,CLICK,CARSTEREO,TRACK,LOOP,BULKY,SWITCH,POPULAR
Ushers And Balconies,"An usher helped guide patrons to their seats.

Ushers often carried a small flashlight down the dark aisle.

Ushers walked patrons down the aisle to an open seat.

Some theaters offered upstairs seating known as the balcony.

Ushers were easy to spot in their matching uniform.

Ushers helped keep theater seating organized during busy showings.

An usher would guide latecomers to any open seats.

The balcony gave moviegoers a view from upstairs.

Ushers were expected to remain polite and helpful at all times.",USHER,FLASHLIGHT,AISLE,BALCONY,UNIFORM,SEATING,GUIDE,UPSTAIRS,POLITE
Station Wagons,"Many station wagons featured a signature wood-grain panel design.

Station wagons offered generous cargo space for road trips.

A spacious interior made the station wagon a family favorite.

Station wagons were designed with the whole family in mind.

The extra room made packing luggage easy.

Kids often rode facing backward in the rear seat area.

Some station wagons came equipped with a handy roof rack.

Station wagons were valued for being practical and roomy.

The rear tailgate folded down for easy loading.",WOODGRAIN,CARGO,SPACIOUS,FAMILY,LUGGAGE,REARSEAT,ROOFRACK,PRACTICAL,TAILGATE
School Assemblies,"A school assembly gathered every class in one place.

Assemblies were often held in the school auditorium.

Performers and speakers took turns on the stage.

The principal often opened the assembly with a few words.

Students gave a round of applause after each performance.

Each assembly followed a planned program of events.

Students sat seated by class throughout the assembly.

A guest speaker sometimes gave a short speech.

Announcements were often shared with the whole school at once.",ASSEMBLY,AUDITORIUM,STAGE,PRINCIPAL,APPLAUSE,PROGRAM,SEATED,SPEECH,ANNOUNCE
Vending Machines,"A vending machine dispensed snacks without a cashier.

Vending machines became a common sight in public places.

A coin dropped into the slot activated the machine.

Customers inserted coins into a small slot.

Shoppers picked a quick snack from the machine's rows.

Pressing a button released the chosen item.

The machine would dispense the item after payment.

Machines offered a wide selection of snacks and drinks.

Some vending machines gave change after a purchase.",VENDING,MACHINE,COIN,SLOT,SNACK,BUTTON,DISPENSE,SELECTION,CHANGE
Pocket Combs,"A pocket comb was small enough to carry anywhere.

The comb was designed to fit neatly in a pocket.

Most pocket combs were made of lightweight plastic.

A quick comb kept a hairstyle looking sharp.

A pocket comb helped keep hair neatly groomed.

Fine teeth on the comb helped smooth out hair.

Pocket combs had a slim, flat design.

People carried a comb to touch up their look anywhere.

A pocket comb helped keep hair looking tidy all day.",COMB,POCKET,PLASTIC,STYLE,GROOM,TEETH,SLIM,CARRY,TIDY
Board Games Night,"Rolling the dice decided how far a player could move.

Some board games used a spinner instead of dice.

Each player moved a small token around the board.

Board game night was a favorite family tradition.

Some games rewarded careful strategy over luck.

Players would shuffle the deck before dealing cards.

Many board games included a deck of cards.

Players took turns moving around the board.

The game continued until a winner was declared.",DICE,SPINNER,TOKEN,FAMILY,STRATEGY,SHUFFLE,CARDS,TURN,WINNER
Slinky Toys,"A Slinky was a simple toy made of a coiled spring.

The toy's coil could stretch and flip end over end.

A Slinky could famously walk itself down a set of stairs.

Early Slinky toys were made of coiled metal.

The stretchy coil gave the Slinky its signature motion.

A Slinky could flip end over end down the stairs.

The toy worked like a long, flexible spring.

Watching a Slinky walk down stairs never got old.

A tossed Slinky would bounce and coil back together.",SLINKY,COIL,STAIRS,METAL,STRETCH,FLIP,SPRING,WALK,BOUNCE
Letter Writing,"Writing a letter was once the main way to stay in touch.

Many people used decorative stationery for personal letters.

A finished letter was folded and placed in an envelope.

A postage stamp was needed to send a letter.

Completed letters were dropped into the corner mailbox.

Good penmanship mattered when writing a letter by hand.

Some envelopes were closed with a wax seal.

Every envelope needed the recipient's full address.

Waiting for a reply required a good deal of patience.",LETTER,STATIONERY,ENVELOPE,STAMP,MAILBOX,PENMANSHIP,SEAL,ADDRESS,PATIENCE
Rabbit Ear Antennas,"Rabbit ears were a common style of indoor TV antenna.

Viewers had to adjust the antenna to get a clear picture.

A weak signal often meant a fuzzy TV picture.

Some viewers wrapped the antenna tips in aluminum foil.

Wiggling the antenna slightly could sometimes fix the reception.

Rabbit ears were designed for indoor use on top of the set.

The antenna was usually made of two adjustable metal rods.

Rabbit ear antennas connected directly to the television set.

Better antenna reception meant a clearer broadcast picture.",RABBITEARS,ADJUST,SIGNAL,FOIL,WIGGLE,INDOOR,METAL,TELEVISION,RECEPTION
Mixtapes And Cassettes,"A cassette tape stored music on a spool of magnetic tape.

Fans made a mixtape by recording favorite songs onto one tape.

A cassette recorder let listeners record songs straight off the radio.

Pressing rewind sent the tape spinning backward to an earlier spot.

A homemade mixtape worked like an early personal playlist.

Some listeners used a pencil to manually wind a loose tape.

A handwritten label often listed each song on the tape.

Buying a blank cassette let anyone record their own tape.

Pressing fast forward skipped ahead to a later song.",CASSETTE,MIXTAPE,RECORDER,REWIND,PLAYLIST,PENCIL,LABEL,BLANK,FORWARD
Technicolor Films,"Technicolor films introduced audiences to vivid, saturated color.

Technicolor replaced black-and-white with vibrant color on screen.

Technicolor relied on a complex multi-step filming process.

Technicolor required a specially designed color camera.

Colorful costume design stood out in early Technicolor films.

Technicolor's rich contrast made scenes pop off the screen.

Technicolor was often used for big-budget visual spectacles.

Many colorful movie musicals showcased the Technicolor process.

Audiences found early Technicolor films dazzling to watch.",VIVID,COLOR,PROCESS,CAMERA,COSTUME,CONTRAST,SPECTACLE,MUSICAL,DAZZLING
Hood Ornaments,"A hood ornament sat proudly on the front of the car.

Most hood ornaments were made of polished chrome.

A hood ornament often doubled as a brand emblem.

Each automaker had its own signature hood ornament design.

Some hood ornaments were finely sculpted into detailed shapes.

A hood ornament worked like a small badge of pride.

The best hood ornaments gleamed bright and shiny.

Hood ornaments were a classic feature of mid-century cars.

A distinctive hood ornament served as the car's mascot.",ORNAMENT,CHROME,EMBLEM,DESIGN,SCULPTED,BADGE,SHINY,CLASSIC,MASCOT
Book Reports,"A book report gave a short summary of a book's story.

Students often described the main character in their report.

Reports sometimes covered just a single chapter or the whole book.

Students built their report around a simple outline.

Students sometimes even drew a picture of the book's cover.

A good report always named the book's author.

A book report gave a student's honest review.

Some students used notecards to organize their thoughts.

Every book report had to be finished by a set deadline.",SUMMARY,CHARACTER,CHAPTER,OUTLINE,COVER,AUTHOR,REVIEW,NOTECARDS,DEADLINE
Popsicles,"A popsicle was a sweet treat frozen on a stick.

Popsicles stayed frozen solid until it was time to eat.

Every popsicle came with its own wooden stick.

Popsicles came in a variety of fruity flavors.

A popsicle left out too long would start melting fast.

Bright, colorful popsicles were a favorite warm-weather treat.

Popsicles were an especially popular treat in the summer.

A cold popsicle was a refreshing way to cool off.

Some popsicles could be split into twin treats to share.",POPSICLE,FROZEN,STICK,FRUITY,MELTING,COLORFUL,SUMMER,REFRESH,TWIN
Cat Eye Glasses,"Cat eye glasses featured frames that swept upward at the corners.

The frames gave the glasses their signature pointed shape.

The upswept corners gave the glasses a pointed look.

Some cat eye frames were decorated with tiny rhinestones.

Cat eye glasses were seen as a stylish accessory.

The frames came in a range of colorful designs.

The upswept frame shape defined the cat eye look.

Cat eye glasses made a bold fashion statement.

The style became a lasting fashion icon.",CATEYE,FRAMES,POINTED,RHINESTONE,STYLISH,COLORFUL,UPSWEPT,BOLD,FASHION
Family Dinners,"Family dinner brought everyone together around one table.

Some families said a short grace before the meal.

A warm casserole was a popular family dinner dish.

A cloth napkin was set at each place.

Dinner was often filled with cheerful chatter.

The whole family stayed seated until the meal ended.

Food was passed around the table on a shared platter.

Family dinner was a nightly chance to gather together.

Family dinner was a regular part of the evening routine.",TABLE,GRACE,CASSEROLE,NAPKIN,CHATTER,SEATED,PLATTER,GATHER,EVENING
Jump Rope,"Jump rope was played by skipping over a swinging rope.

Many jump rope games included a fun rhyming chant.

Players had to skip the rope without missing a beat.

Double dutch used two ropes turning at once.

Keeping a steady rhythm helped jumpers stay in sync.

Two turners kept the rope swinging for the jumper.

Each jumper tried to hop over the rope in time.

A catchy rhyme often kept time for the jumpers.

Jump rope was a favorite activity during recess.",ROPE,CHANT,SKIP,DOUBLE,RHYTHM,TURNER,HOP,RHYME,RECESS
Penny Postcards,"A penny postcard could be mailed for just one cent.

A small stamp covered the cost of sending a postcard.

Postcards carried a short, handwritten message.

Many postcards featured a scenic photo or drawing.

Some people enjoyed collecting postcards from places they visited.

Postcards were mailed without need of an envelope.

A postcard often carried a simple travel greeting.

Postcards made an easy, affordable travel souvenir.

A postcard's message always had to stay brief.",POSTCARD,STAMP,MESSAGE,SCENIC,COLLECT,MAILED,GREETING,SOUVENIR,BRIEF
Prime Time Television,"Prime time referred to the evening hours of peak TV viewing.

Networks built a weekly schedule around their prime time shows.

A strong prime time lineup could define a network's reputation.

Prime time shows competed fiercely for high ratings.

Major networks reserved their best programming for prime time broadcast.

Prime time was designed to reach the largest possible audience.

Each network built its own prime time schedule.

A single sponsor often funded an entire prime time program.

A hit show's premiere was a major prime time event.",EVENING,SCHEDULE,LINEUP,RATINGS,BROADCAST,AUDIENCE,NETWORK,SPONSOR,PREMIERE
Radio DJs,"A radio disc jockey introduced songs and kept listeners entertained.

Listeners could call in to make a song request.

A DJ built each show around a chosen playlist of songs.

Radio DJs broadcast live to audiences across the listening area.

A DJ's distinctive voice became familiar to loyal listeners.

Each DJ was usually associated with one radio station.

DJs would sometimes dedicate a song to a listener by name.

Many stations aired a weekly countdown of the top songs.

A good DJ built a loyal following of regular listeners.",DISCJOCKEY,REQUEST,PLAYLIST,BROADCAST,VOICE,STATION,DEDICATE,COUNTDOWN,LISTENER
Movie Serials,"A movie serial told its story across a series of short chapters.

Each chapter of a serial added to one ongoing story.

Serials often ended a chapter on a moment of pure suspense.

A brave hero usually anchored each chapter of the serial.

A recurring villain often opposed the serial's hero.

Fans returned to see the next episode of the serial.

Each new chapter continued right where the last one stopped.

Serials were filled with fast-paced action and adventure.

New serial chapters typically appeared on a weekly basis.

A last-minute rescue was a favorite way to end a chapter.",SERIAL,CHAPTER,SUSPENSE,HERO,VILLAIN,EPISODE,CONTINUE,ADVENTURE,WEEKLY,RESCUE
Car Hops,"A car hop brought food straight to a parked car.

Some car hops zipped between cars on roller skates.

Orders arrived balanced on a specially designed tray.

Car hops usually wore a bright, matching uniform.

Car hops delivered curbside service without customers leaving their cars.

Customers placed their order through a speaker or window.

A speedy car hop could serve many cars in a single shift.

Balancing a full tray took real skill on skates.

A cheerful smile was part of every car hop's service.",CARHOP,SKATE,TRAY,UNIFORM,CURBSIDE,ORDER,SPEEDY,BALANCE,SMILE
Marching Bands,"A marching band performed music while marching in formation.

The trumpet section added a bold, bright sound.

A steady drumline kept the whole band in rhythm.

Band members wore a matching, brightly colored uniform.

A twirling baton often led the band down the field.

Marching bands were a highlight of many hometown parades.

Bands practiced complex formations for their field performances.

Long rehearsals helped the band perfect its routine.

A trombone section added rich, low tones to the band.",MARCHING,TRUMPET,DRUMLINE,UNIFORM,BATON,PARADE,FORMATION,REHEARSAL,TROMBONE
Saturday Sundaes,"A Saturday treat often meant building your own ice cream sundae.

A sundae could be piled high with a favorite topping.

A cherry usually finished off the top of a sundae.

Colorful sprinkles added crunch to a sundae.

Warm fudge sauce was a popular sundae topping.

A generous scoop of ice cream formed the sundae's base.

Chopped nuts added extra crunch to a sundae.

A long spoon was needed to reach the bottom of a sundae.

Sundaes were traditionally served in a glass dish.",SUNDAE,TOPPING,CHERRY,SPRINKLES,FUDGE,SCOOP,NUTS,SPOON,DISH
Petticoats,"A petticoat was worn underneath a skirt for extra shape.

Petticoats were often made with several layers of fabric.

A stiff petticoat helped a skirt hold its shape.

Some petticoats included a decorative ruffle at the hem.

Petticoats gave a skirt a fluffy, full silhouette.

Some petticoats were made from stiff netting.

Petticoats added fullness beneath a poodle skirt or dress.

A starched petticoat kept its shape throughout the day.

Petticoats provided extra support under a wide skirt.",PETTICOAT,LAYERS,STIFF,RUFFLE,FLUFFY,NETTING,FULLNESS,STARCHED,SUPPORT
Front Porches,"A front porch was a favorite spot to relax outside.

Many porches featured a comfortable porch swing.

A rocking chair was a common porch fixture.

Neighbors often stopped to chat from the porch.

A cold glass of lemonade was a porch-sitting favorite.

Evenings were often spent relaxing on the front porch.

Some porches had a screen to keep out insects.

Porches were a favorite place for a friendly chat.

A cool breeze made the porch a pleasant place to sit.",PORCH,SWING,ROCKING,NEIGHBOR,LEMONADE,EVENING,SCREEN,CHAT,BREEZE
Kites,"A kite was flown high in the sky using a long string.

Flyers held tight to the string as the kite rose.

A steady breeze helped keep a kite up in the air.

A long tail helped keep the kite balanced in flight.

Many kites were built in a simple diamond shape.

Kites were designed for soaring high above the ground.

A windy day was the best time to fly a kite.

Many kites were made from lightweight paper and thin sticks.

A good running start helped launch a kite into the air.",KITE,STRING,BREEZE,TAIL,DIAMOND,SOARING,WINDY,PAPER,LAUNCH
Front Yard Games,"Horseshoes was a favorite game played in the front yard.

Croquet used mallets to hit balls through small wickets.

Badminton was played by hitting a birdie over a net.

Many front yard games were played right on the lawn.

Neighbors often joined in a friendly front yard game.

Front yard games were especially popular on warm summer evenings.

Friends and family loved to compete in a casual match.

Front yard games were a common way to spend an evening.

A good game usually ended in plenty of laughter.",HORSESHOES,CROQUET,BADMINTON,LAWN,NEIGHBOR,SUMMER,COMPETE,EVENING,LAUGHTER
